Winner,Matches diff,Winrates diff,Counter picks winrate diff,Synergies winrates diff,Networthes diff,Signatures diff,R1 rank,R2 rank,R3 rank,R4 rank,R5 rank,D1 rank,D2 rank,D3 rank,D4 rank,D5 rank
0,-36647,0.0162,0.02551,0.05288,-2093,-1,468,37,13,42,164,144,11,125,46,81
1,3656,0.0078,-0.00208,0.00444,-754,0,95,82,172,123,39,530,100,156,165,81
1,-10923,0.0102,0.00113,-0.01472,4073,1,93,57,4,12,46,257,96,1316,279,243
1,2043,-0.0108,0.01192,0.00467,-472,-1,247,17,201,540,163,213,67,3,75,62
0,36647,-0.0162,-0.05798,0.0,200,0,144,11,81,46,125,468,37,13,42,164
0,-7524,-0.0306,0.01508,-0.01097,-1424,1,176,152,209,105,90,128,9,157,114,7
1,3656,0.0078,-0.00075,-0.0251,-1500,-2,95,82,172,123,39,530,100,156,165,81
0,2043,-0.0108,0.01633,0.0,-1870,0,247,17,201,540,163,213,67,3,75,62
0,10923,-0.0102,-0.03127,0.00104,-1063,1,257,279,1316,96,243,93,57,4,12,46
0,-15385,0.0148,0.0262,0.02495,-2250,-1,72,136,63,65,156,51,43,39,97,172
0,-4703,-0.008,-0.01289,-0.01396,3332,0,51,8,14,53,172,124,10,167,273,196
1,15385,-0.0148,-0.0135,-0.02227,3636,0,51,43,39,97,172,72,136,63,65,156
0,3656,0.0078,0.04911,-0.03396,-2501,0,95,82,172,123,39,530,100,156,165,81
0,-18335,-0.0246,-0.03442,0.00046,-1442,1,638,585,681,524,930,58,178,5001,778,31
0,780,0.0048,-0.03289,-0.05159,-3008,0,128,9,157,114,7,75,59,193,5,69
0,4703,0.008,-0.0617,0.01617,-4167,-1,124,10,167,273,196,51,8,14,53,172
1,14607,0.0018,0.01342,0.00547,3138,2,146,24,28,103,79,176,152,209,90,105
1,18335,0.0246,-0.00185,-0.00512,1884,1,58,178,5001,778,31,638,585,524,930,681
0,780,0.0048,-0.00526,0.00258,-446,-1,128,9,157,114,7,75,59,193,5,69
1,14607,0.0018,0.07546,-0.00567,1896,0,79,24,103,28,146,176,152,209,105,90
0,-4703,-0.008,-0.01952,-0.0419,-2145,2,51,8,14,53,172,124,10,167,273,196
0,-25637,-0.0174,0.04147,-0.01061,-2588,2,163,850,136,5001,327,124,10,167,273,196
1,9416,-0.0262,0.00651,0.01697,-673,0,163,109,198,48,98,468,37,13,42,164
1,-3880,0.0,-0.01636,0.0,2312,0,41,20,17,65,59,11,144,125,46,81
1,25637,0.0174,-0.03045,0.00878,6155,0,124,10,167,273,196,163,850,136,5001,327
1,-3880,0.0,0.01277,0.03285,2085,-1,41,20,17,65,59,11,125,144,46,81
1,-25637,-0.0174,0.03181,0.01171,-1251,-1,163,850,136,327,5001,124,10,167,273,196
1,9416,-0.0262,-0.02951,-0.00855,1857,0,163,109,198,48,98,468,37,13,164,42
1,-10526,0.0214,0.04398,0.02534,24,0,214,21,29,321,119,519,515,77,463,150
1,17197,-0.0106,0.00293,0.02102,4726,-1,50,69,33,196,133,478,383,425,225,271
0,-17197,0.0106,-0.02557,-0.00143,-4613,1,478,383,225,271,425,50,69,33,196,133
0,10526,-0.0214,0.0449,0.01587,815,0,519,515,77,463,150,214,29,21,321,119
1,19482,0.0054,0.05385,0.01749,1747,1,519,515,77,463,150,511,151,3988,683,710
0,-19920,-0.0304,-0.00596,0.00153,-4758,2,1095,884,1689,838,1495,214,29,321,21,119
1,19482,0.0054,0.05806,0.00555,5565,-1,519,515,77,463,150,511,151,683,3988,710
0,-19920,-0.0304,0.047,-0.0069,-1930,0,1689,1095,884,838,1495,214,321,29,21,119
1,-32551,0.0348,-0.00274,0.01288,-3954,2,478,383,425,225,271,519,515,77,463,150
1,1290,0.0062,-0.03411,-0.01109,5867,1,213,67,3,75,62,141,502,15,15,100
0,-22259,0.0072,0.01105,0.04036,-3087,1,72,136,63,65,156,14,100,170,41,55
1,27134,0.0014,-0.0769,-0.02294,3454,1,19,29,1,6,153,60,190,38,244,94
0,-1290,-0.0062,-0.01428,0.0061,-737,-2,141,502,15,15,100,213,67,3,75,62
0,32551,-0.0348,-0.00804,0.01377,-913,-2,519,515,77,463,150,478,383,425,225,271
1,-4828,0.0028,-0.00575,0.00823,843,1,50,69,33,196,133,214,29,321,21,119
1,27134,0.0014,-0.00183,-0.00019,1714,-1,19,29,1,6,153,60,190,38,244,94
0,-22259,0.0072,-0.04153,0.00577,-1432,0,72,136,63,65,156,14,100,170,41,55
1,1290,0.0062,0.03128,-0.01976,388,-1,213,67,3,75,62,141,502,15,15,100
1,-27134,-0.0014,-0.00326,0.00533,1015,1,60,190,38,244,94,6,29,1,19,153
1,32551,-0.0348,0.03902,-0.01006,1463,0,519,515,77,463,150,478,383,425,271,225
0,4828,-0.0028,0.01043,-0.00224,-1237,0,214,29,321,21,119,50,69,33,196,133
0,5415,0.0104,-0.00075,0.0,1591,-1,91,315,83,111,534,530,100,156,165,81
0,27134,0.0014,0.01184,0.02235,-1629,0,19,29,1,6,153,38,190,60,244,94
0,-5415,-0.0104,-0.02212,-0.03162,-1306,2,530,100,156,165,81,91,315,83,111,534
0,-27134,-0.0014,0.03625,0.0,-2972,0,60,190,38,244,94,6,29,1,19,153
0,-16291,0.0066,-0.02471,-0.00615,1003,-1,360,28,58,242,166,141,502,15,15,100
0,5415,0.0104,0.02439,-0.02516,-1116,1,91,315,83,111,534,530,100,156,165,81
0,-3012,-0.0004,-0.0391,0.00671,-11,1,51,8,14,53,172,20,14,44,18,82
1,16291,-0.0066,-0.00606,-0.00686,1527,1,141,502,15,15,100,360,28,58,242,166
0,3372,-0.0124,0.01479,0.01266,-2428,2,242,188,153,509,107,51,43,39,97,172
1,3012,0.0004,-0.03692,0.0,4245,0,20,14,44,18,82,51,8,14,53,172
1,3372,-0.0124,-0.04244,0.00301,2745,-1,242,188,509,153,107,51,43,39,97,172
1,-7044,0.0184,-0.01431,-0.01753,548,0,60,190,38,244,94,220,65,38,259,300
0,26360,0.0082,-0.02319,0.00889,-336,0,54,326,75,501,59,163,850,136,327,5001
0,3372,-0.0124,0.02005,-0.00455,358,1,242,188,153,509,107,51,43,39,97,172
0,7044,-0.0184,0.01464,-0.01931,350,1,220,65,259,38,300,60,190,38,244,94
0,26360,0.0082,0.00464,-0.05167,846,1,54,326,75,501,59,163,850,136,5001,327
1,16950,0.0072,-0.01534,-0.021,-3413,1,124,10,167,273,196,26,60,159,280,79
1,26360,0.0082,0.04744,-0.01436,-2822,1,54,501,75,326,59,163,850,136,5001,327
0,-16950,-0.0072,0.01742,0.00212,-68,1,26,60,159,280,79,124,10,167,273,196
1,-1691,-0.0076,0.02321,0.01829,1550,-1,20,14,44,18,82,124,10,167,273,196
1,20934,0.0094,-0.03008,0.00963,2762,-1,51,8,14,53,172,163,850,136,327,5001
0,1691,0.0076,-0.02586,0.00425,-31,0,124,10,167,273,196,20,14,44,18,82
0,-20934,-0.0094,0.01633,0.00436,1731,-1,163,850,136,5001,327,51,8,14,53,172
1,36344,-0.0006,0.02799,-0.01772,2396,1,3988,683,1948,511,710,173,14,867,408,1734
1,-15381,-0.0036,-0.07173,-0.03648,2693,1,1095,1689,4918,838,1495,1003,604,123,522,2404
1,36344,-0.0006,0.02292,0.03339,-3472,1,511,3988,1948,683,710,867,14,408,173,1734
1,-6087,-0.0078,-0.01722,-0.0168,49,1,1095,884,1689,838,1495,1003,123,522,2404,604
0,36344,-0.0006,0.04361,-0.00241,-4062,0,511,683,1948,3988,710,867,408,173,14,1734
1,35762,0.0058,0.09682,-0.00297,5023,-2,519,515,77,463,150,1689,766,1095,838,1495
1,-8192,0.036,0.04907,0.03669,3699,0,478,383,271,425,225,1003,604,522,2404,123
1,35762,0.0058,0.0417,0.00473,3638,0,519,515,77,463,150,766,1095,1689,838,1495
0,8192,-0.036,0.05845,0.00463,-4819,-2,1003,604,522,2404,123,478,383,425,225,271
1,-22782,0.02,-0.02367,0.00284,5307,-2,12,140,122,85,11,95,82,172,123,39
1,22782,-0.02,-0.0268,0.02821,3058,-1,95,82,172,123,39,12,140,122,85,11
0,-10667,-0.0148,0.01342,-0.01973,-4519,-1,511,683,1948,3988,710,50,69,33,196,133
0,22782,-0.02,0.00125,0.012,2485,0,95,82,172,123,39,12,140,122,85,11
1,41477,0.02,-0.00528,-0.00888,5326,1,214,29,21,321,119,867,408,1734,2030,173
1,10667,0.0148,0.02175,0.03958,4168,-2,50,69,33,196,133,511,683,3988,1948,710
1,41477,0.02,-0.00688,-0.00301,4326,1,214,29,21,321,119,867,408,173,2030,1734
1,13513,-0.0038,-0.07258,-0.01963,4199,1,141,502,15,15,100,93,57,4,46,12
1,13513,-0.0038,-0.0538,-0.00854,1703,-1,141,502,15,15,100,93,12,57,4,46
1,-908,0.0204,-0.00779,-0.03085,2,0,14,100,170,41,55,530,100,156,165,81
1,-28582,0.0172,-0.0141,-0.00026,-345,0,72,136,63,65,156,91,315,83,111,534
0,11108,0.0108,0.02567,0.0347,1142,0,58,178,5001,778,31,38,190,60,244,94
1,-28582,0.0172,0.02309,0.01684,885,-2,72,136,63,65,156,91,315,83,111,534
0,908,-0.0204,-0.0037,-0.00074,-920,1,530,100,156,165,81,14,100,170,41,55
1,-11108,-0.0108,0.00314,-0.01643,4057,-1,38,190,60,244,94,58,178,5001,778,31
1,-3933,0.0204,0.02858,0.00117,3330,0,54,326,75,59,501,92,107,118,431,125
0,-17581,0.0004,0.03971,0.01462,-943,1,360,28,58,242,166,67,3,213,75,62
0,-20474,-0.0224,0.08292,0.00231,-3263,0,614,920,5001,170,226,26,60,159,280,79
1,-3933,0.0204,0.01629,-0.00427,2348,0,54,75,326,501,59,92,107,118,431,125
1,11108,0.0108,-0.0029,-0.00869,3529,1,58,178,5001,778,31,60,190,38,244,94
1,20474,0.0224,0.07846,0.03207,3101,-1,26,60,159,280,79,614,5001,920,170,226
0,-3933,0.0204,-0.04991,-0.01161,538,1,54,326,75,59,501,92,107,118,431,125
1,17581,-0.0004,-0.03551,-0.01426,3600,-1,213,67,3,75,62,360,28,58,242,166
0,11344,-0.015,-0.04113,-0.03305,-739,0,51,43,39,97,172,12,140,122,85,11
1,8066,0.0074,0.0074,0.01034,-201,-1,95,82,172,123,39,242,188,153,509,107
0,-20090,-0.0198,-0.00438,-0.02931,-1137,-1,220,65,259,38,300,19,29,1,6,153
1,-8687,-0.0102,0.02015,0.01884,5277,0,163,850,136,5001,327,26,60,159,280,79
1,8066,0.0074,0.01684,-0.00147,2322,0,95,82,172,123,39,242,153,188,509,107
0,11344,-0.015,0.01039,0.03142,-2701,-3,51,43,39,97,172,12,85,122,140,11
0,8687,0.0102,-0.01739,0.00101,1565,0,26,60,159,280,79,163,850,136,5001,327
0,-20090,-0.0198,-0.00732,-0.01019,-5863,0,220,65,300,259,38,19,29,1,6,153
0,-32721,-0.0216,-0.00651,-0.0006,-3753,0,614,920,5001,170,226,51,8,14,53,172
0,-8687,-0.0102,0.01652,-0.01181,1859,1,163,850,136,327,5001,26,60,159,79,280
1,32721,0.0216,-0.00079,0.03611,1547,-1,51,8,14,53,172,614,920,5001,170,226
1,-723,0.0092,-0.01776,-0.00231,55,-1,124,10,167,273,196,54,75,326,59,501
0,6347,-0.022,0.03004,0.01079,-3628,-1,92,107,118,431,125,20,14,44,18,82
1,-723,0.0092,-0.04843,-0.03744,-1407,0,124,10,167,273,196,54,326,75,59,501
1,-6347,0.022,0.00377,0.01609,1153,0,20,14,44,18,82,92,107,118,431,125
0,10107,0.012,0.03902,-0.01048,-1530,-1,404,102,340,373,73,93,57,4,46,12
0,10107,0.012,0.04115,0.01273,-1259,0,404,102,340,373,73,93,57,4,12,46
0,3333,-0.0046,0.00299,-0.00995,-2877,-1,247,17,201,540,163,141,502,15,15,100
1,-3333,0.0046,-0.0367,0.01349,1037,0,141,502,15,15,100,247,17,201,540,163
1,-5493,0.0284,0.00663,0.02607,1570,1,404,102,340,373,73,5001,54,306,109,117
0,-4727,-0.0266,-0.00696,-0.00641,-6561,0,5001,2941,1662,4988,2070,38,190,60,244,94
0,-4727,-0.0266,0.04724,0.00927,-6133,0,5001,4988,1662,2941,2070,38,190,60,244,94
1,-5493,0.0284,0.01524,-0.01955,342,0,404,102,340,373,73,5001,306,109,54,117
0,-10065,0.0024,0.05663,0.01582,-1613,0,1,11,25,413,368,141,502,15,15,100
1,10065,-0.0024,0.0366,-0.0049,-1509,0,141,502,15,15,100,1,11,25,413,368
1,17762,0.0056,-0.02397,-0.01964,-1322,1,214,29,321,21,119,353,138,35,31,8
0,-17762,-0.0056,-0.00429,0.03386,-625,0,353,138,35,31,8,214,29,321,21,119
1,17762,0.0056,0.04082,-0.0066,223,0,214,29,21,321,119,353,35,138,31,8
0,17762,0.0056,0.02009,-0.00625,2489,0,214,29,21,321,119,35,138,31,353,8
0,19624,-0.0112,0.0398,-0.00432,-1284,-1,247,17,201,540,163,360,28,58,242,166
1,-12934,-0.0084,0.06524,0.00237,4520,0,353,138,35,31,8,50,69,33,196,133
0,19624,-0.0112,-0.00179,0.03265,-1754,1,247,17,201,540,163,360,28,58,242,166
0,-27134,-0.0014,-0.04675,0.00946,-1294,0,38,190,60,244,94,6,29,1,19,153
1,12934,0.0084,-0.04402,0.00817,522,-1,50,69,33,196,133,353,138,31,35,8
1,14803,0.0024,0.02216,-0.00034,9436,-1,213,67,3,75,62,93,57,4,12,46
1,-12934,-0.0084,0.02437,-0.01201,-1333,0,353,138,35,31,8,50,69,33,196,133
1,27134,0.0014,-0.03613,0.00937,1426,0,6,29,1,19,153,38,190,60,244,94
1,14803,0.0024,0.03544,0.02077,766,-3,213,67,3,75,62,93,12,4,57,46
1,-4064,-0.0292,0.01445,-0.00845,981,0,220,300,65,259,38,58,178,5001,778,31
0,-1290,-0.0062,-0.00677,-0.00131,-3494,-1,141,502,15,15,100,213,67,3,75,62
0,-4064,-0.0292,-0.00843,0.01152,-4525,-1,220,300,65,259,38,58,178,5001,778,31
1,-4064,-0.0292,-0.01974,-0.01261,442,0,220,65,259,300,38,58,178,5001,778,31
1,-18378,0.0192,0.0099,-0.0073,1578,2,360,28,58,242,166,5001,306,54,117,109
0,3448,-0.0014,0.00214,-0.03751,-690,2,1,11,25,413,368,93,57,4,46,12
1,5273,0.016,-0.03349,-0.01026,6096,2,60,190,38,244,94,3035,980,4864,1816,84
0,-15269,-0.0344,0.05111,-0.02307,-6682,2,2941,1662,4988,3400,5001,58,178,5001,778,31
1,6739,-0.0204,0.0569,0.03416,5057,0,17,247,540,201,163,404,102,340,373,73
1,22775,0.004,0.0131,-0.00838,6572,0,50,69,33,196,133,9,4,2,390,589
1,22775,0.004,-0.03679,-0.00682,899,0,50,69,33,196,133,9,4,390,589,2
1,-5559,0.013,-0.01789,-0.01699,-1818,-1,14,100,170,41,55,91,315,534,33,111
0,5559,-0.013,0.00172,0.03862,-4509,-1,91,315,534,33,111,14,100,170,41,55
1,-4047,0.0222,0.05359,-0.00903,1675,-1,20,14,44,18,82,1,18,12,68,3
1,-5559,0.013,0.03186,0.00412,-132,-3,14,100,170,41,55,91,315,534,111,33
0,-4047,0.0222,-0.01607,-0.02923,-4617,0,20,14,44,18,82,1,18,12,68,3
1,12433,-0.0054,0.00666,0.00259,-2961,2,91,315,33,111,534,51,43,39,172,97
1,4047,-0.0222,-0.06845,0.0,425,0,1,18,12,68,3,20,14,44,18,82
0,-12433,0.0054,-0.01144,-0.00317,3814,0,51,43,39,97,172,91,315,111,33,534
0,4047,-0.0222,-0.06315,0.02315,-3135,-1,1,12,18,68,3,20,14,44,18,82
1,-12433,0.0054,-0.02164,-0.03382,570,2,51,43,39,172,97,91,315,33,111,534
1,-4047,0.0222,0.02931,-0.00637,1383,-1,20,14,44,18,82,1,18,12,68,3
1,3310,0.01,-0.01301,1e-05,-2834,0,18,12,1,68,3,221,13,36,180,26
0,-17762,-0.0056,-0.04221,0.00298,264,1,353,138,35,31,8,21,29,119,321,214
1,17762,0.0056,-0.01891,0.00193,1155,-2,214,21,119,321,29,353,138,31,8,35
0,983,-0.0108,0.0192,-0.00398,3429,0,290,95,74,76,16,51,43,39,97,172
0,737,-0.0322,0.0006,0.00915,497,1,221,13,180,36,26,20,14,44,18,82
0,983,-0.0108,0.00751,0.00598,328,0,290,74,95,76,16,51,172,39,97,43
0,-983,0.0108,0.01488,0.00392,-788,-2,51,43,39,97,172,290,95,74,16,76
0,737,-0.0322,-0.05574,0.01481,3014,3,13,221,180,36,26,20,14,44,18,82
1,-5559,0.013,0.01445,0.01972,3419,0,14,100,170,41,55,91,315,33,111,534
1,737,-0.0322,0.04574,0.00775,3923,-1,13,180,36,221,26,20,14,44,18,82
0,5559,-0.013,0.05983,0.01749,-3284,1,91,315,33,111,534,14,100,170,41,55
1,19031,-0.0308,0.02729,0.01347,1593,0,1,18,12,68,3,468,42,13,37,164
0,-5559,0.013,0.00706,-0.01423,3903,0,14,100,170,41,55,91,315,33,111,534
1,19031,-0.0308,-0.01187,-0.01471,2549,1,1,12,18,68,3,468,42,13,37,164
0,19031,-0.0308,0.0021,-0.00305,-1862,0,1,18,12,68,3,468,164,13,37,42
1,37983,0.0026,0.00352,0.03467,5066,-1,50,69,33,196,133,281,21,94,16,897
1,37983,0.0026,0.0537,-0.02354,406,0,50,69,33,196,133,281,21,897,16,94
1,-14409,0.0072,-0.05684,0.00067,819,-1,9,4,2,390,589,155,659,183,508,202
1,-14409,0.0072,0.03079,0.02745,-35,0,589,9,4,390,2,659,202,183,508,155
1,14409,-0.0072,0.02427,-0.01387,624,2,659,202,183,508,155,9,4,2,390,589
1,-48592,0.0182,-0.00015,-0.01372,-804,-1,281,21,897,16,94,87,195,8,43,19
0,48592,-0.0182,-0.06046,0.00776,-1507,2,8,195,87,19,43,281,897,21,16,94
1,-1798,0.0018,0.00699,0.01565,2857,0,290,74,95,76,16,191,27,508,439,224
0,-8831,0.0218,0.04669,0.0201,-481,-2,478,425,225,271,383,659,202,183,508,155
0,1798,-0.0018,-0.01649,0.01159,774,1,27,191,439,224,508,290,95,74,76,16
0,-8831,0.0218,0.0199,-0.00141,1965,-1,478,425,225,271,383,659,508,183,155,202
0,-273,-0.013,0.038,0.0119,-3638,1,159,242,153,509,107,51,43,39,97,172
1,273,0.013,0.00219,-0.00884,-473,1,51,43,39,172,97,159,242,153,509,107
1,-13736,-0.0146,-0.02108,-0.00757,2124,0,1,18,12,68,3,41,20,17,65,59
0,-20651,0.012,0.01093,-0.00076,-1743,0,9,112,193,64,228,191,27,439,508,224
1,-13736,-0.0146,0.02407,0.00719,5483,0,1,18,68,12,3,41,20,17,65,59
1,20651,-0.012,-0.00756,-0.00467,1753,1,27,191,439,224,508,9,112,193,64,228
0,-275,-0.0082,0.01392,-0.00404,-2050,1,26,60,159,280,79,164,468,13,37,42
1,-275,-0.0082,-0.02296,-0.03507,4588,-2,26,60,159,280,79,468,164,13,37,42
1,6945,-0.0032,-0.0449,-0.03527,-2086,2,159,242,153,509,107,46,149,66,336,402
0,-275,-0.0082,0.00291,-0.04171,982,-2,26,60,159,280,79,468,164,13,37,42
1,-6945,0.0032,0.02202,-0.00041,467,0,46,149,66,336,402,159,242,153,509,107
1,6945,-0.0032,-0.02759,-0.01653,-176,0,159,242,153,509,107,46,149,66,336,402
1,16092,-0.0152,0.01459,0.01967,1505,-1,41,20,17,65,59,124,10,167,273,196
0,-16092,0.0152,-0.00743,-0.0113,-562,0,124,10,167,273,196,41,20,17,65,59
1,-17673,0.002,0.03223,-0.00836,-2423,0,26,60,159,280,79,75,326,501,54,59
1,-17673,0.002,-0.03886,-0.00101,1293,1,26,60,159,280,79,54,326,59,501,75
1,9841,-0.0044,0.00987,0.00035,-350,1,353,138,35,31,8,9,2,4,390,589
1,17673,-0.002,-0.00159,0.01375,3788,0,54,326,75,501,59,26,60,159,280,79
0,9841,-0.0044,0.00431,-0.00552,-1095,0,353,138,35,31,8,9,4,2,390,589
0,-9841,0.0044,-0.06017,-0.01055,-2322,-1,9,4,2,390,589,353,138,35,31,8
0,-4828,0.0028,0.00957,-0.00417,1287,-1,50,69,33,196,133,214,29,119,21,321
0,-4828,0.0028,-0.01734,-0.04387,-277,1,50,69,33,196,133,214,119,21,29,321
0,4828,-0.0028,-0.00513,0.0472,-2037,-1,214,29,119,321,21,50,69,33,196,133
0,-25049,0.0058,0.02049,0.00983,-1139,-2,281,21,897,16,94,353,31,35,138,8
0,-6874,-0.0076,0.02402,0.01041,-5497,0,51,43,39,97,172,14,100,170,41,55
1,-33384,0.0168,0.022,-0.02102,208,-1,9,4,390,589,2,8,87,195,19,43
0,-6874,-0.0076,0.01601,-0.02401,-1002,0,51,43,39,97,172,14,100,170,41,55
1,-6874,-0.0076,0.00148,-0.03007,-4888,2,51,43,172,97,39,14,100,170,41,55
0,-17197,0.0106,-0.05992,-0.02229,-1553,0,478,225,425,271,383,50,69,33,196,133
0,-11450,-0.0054,0.01128,-0.01836,86,-1,290,95,74,76,16,91,315,33,111,534
1,13194,0.0084,-0.00021,0.0007,870,1,214,29,119,321,21,659,202,183,508,155
1,-11450,-0.0054,0.05196,0.0447,1006,1,290,74,95,16,76,91,315,33,111,534
1,15721,-0.0408,-0.02666,0.00516,2339,1,221,36,13,180,26,468,13,42,37,164
0,-11450,-0.0054,0.05563,0.00673,710,1,74,290,95,16,76,91,315,33,111,534
1,15721,-0.0408,0.00722,0.01685,912,-1,13,180,221,36,26,468,164,13,37,42
1,-2781,0.0126,-0.05253,-0.0037,554,2,51,43,39,97,172,191,27,439,508,224
0,15721,-0.0408,0.03195,-0.02114,-1218,2,36,221,13,180,26,468,42,13,37,164
0,-24744,-0.0082,-0.02107,-0.01885,173,1,228,112,193,64,9,14,100,170,41,55
1,-4047,0.0222,0.01349,-0.04136,1500,1,20,14,44,18,82,1,12,18,68,3
0,-8201,0.001,-0.0352,-0.00558,-3246,0,46,149,66,336,402,290,74,95,76,16
0,4047,-0.0222,-0.02166,-0.00382,-4286,1,3,12,18,68,1,20,14,44,18,82
0,-12706,-0.0076,0.01652,-0.0209,-2698,1,159,509,153,242,107,91,315,33,111,534
0,16675,-0.001,-0.06335,0.004,3282,-1,124,10,167,273,196,468,164,13,37,42
1,-17046,-0.0246,0.03564,0.00294,-1614,0,221,13,180,36,26,41,20,17,65,59
1,19306,-0.0226,-0.02791,-0.00106,-19,2,1,12,18,68,3,26,60,159,79,280
1,-2414,0.0016,0.01447,0.02728,-1228,-1,20,14,44,18,82,54,326,75,59,501
0,6890,0.018,-0.04115,-0.00803,-2130,0,174,67,653,35,18,20,5,55,387,82
1,-6890,-0.018,-0.0,0.01995,-445,-1,20,5,55,387,82,174,67,653,35,18
0,6890,0.018,0.01397,0.02005,542,-2,174,67,653,35,18,20,5,55,387,82
0,-6890,-0.018,0.05601,0.02757,-2260,-1,20,5,55,387,82,174,67,653,35,18
1,6890,0.018,-0.00904,0.00196,2282,-1,174,67,653,35,18,20,5,55,387,82
1,1776,-0.0106,0.04957,0.01363,-1368,-1,20,5,55,387,82,353,33,214,251,66
1,1776,-0.0106,-0.00465,-0.01688,-306,0,20,5,55,387,82,353,33,214,251,66
0,1776,-0.0106,0.01178,0.04599,418,3,20,5,55,387,82,353,33,214,251,66
0,606,-0.0168,-0.00343,-0.01991,175,0,19,5,141,37,125,353,33,214,251,66
0,606,-0.0168,0.03068,-0.01428,-525,0,141,5,19,37,125,353,33,214,251,66
0,-6890,-0.018,0.06193,0.03563,-7115,-2,20,55,5,387,82,174,67,653,35,18
1,6890,0.018,0.03552,0.00515,3130,0,174,67,653,35,18,82,20,5,387,55
1,-5769,-0.022,0.03477,0.00348,1416,1,19,5,141,37,125,124,10,167,273,196
1,-5769,-0.022,-0.01994,-0.00231,3013,0,19,5,141,37,125,124,10,167,273,196
0,27746,-0.0166,-0.05293,-0.03848,1554,0,6,29,1,19,153,353,33,214,251,66
0,27746,-0.0166,-0.02169,-0.0137,88,0,6,29,1,19,153,353,33,214,251,66
1,27746,-0.0166,0.00705,0.0125,1419,0,6,29,1,19,153,353,33,214,251,66
0,17052,-0.0136,0.0092,0.0013,928,1,33,42,15,237,111,19,125,37,5,141
1,-17052,0.0136,-0.05479,0.01556,-1020,0,19,5,141,37,125,237,42,15,111,33
0,20025,-0.0046,-0.00451,0.0037,-4432,-1,360,23,58,242,83,353,33,214,251,66
0,20025,-0.0046,0.01689,0.00294,-1413,1,360,83,58,242,23,353,33,214,251,66
0,25970,-0.006,-0.01738,-0.00187,478,0,6,29,1,19,153,20,5,55,387,82
1,2291,0.0022,0.00323,-0.00888,2308,0,174,67,653,35,18,124,10,167,273,196
1,2291,0.0022,-0.04868,-0.01295,2224,-1,653,67,174,35,18,124,10,167,273,196
0,-25970,0.006,-0.09929,-0.00059,1158,-1,20,5,55,387,82,19,29,1,6,153
0,2291,0.0022,-0.00414,-0.00304,1530,-1,174,67,653,35,18,124,10,167,273,196
0,25970,-0.006,0.01103,0.00179,-1021,0,19,29,1,6,153,20,5,55,387,82
0,15706,-0.021,-0.10237,-0.00975,-2543,0,59,315,628,530,91,124,10,167,273,196
1,1672,-0.0028,-0.03936,-0.01492,672,1,51,8,14,53,172,353,33,214,251,66
1,10088,0.0138,-0.00824,0.0,377,0,19,29,1,6,153,237,42,15,111,33
0,15706,-0.021,0.04793,0.01771,442,0,59,315,628,530,91,124,10,167,273,196
0,1672,-0.0028,0.04565,0.01146,-453,0,51,8,14,53,172,353,33,214,251,66
0,-10088,-0.0138,0.05152,-0.01204,-2302,0,237,42,15,111,33,6,29,1,19,153
1,-6890,-0.018,-0.02161,-0.03668,5665,0,20,5,55,387,82,174,67,653,35,18
1,-21861,-0.0068,0.01318,-0.00707,4184,0,19,5,141,37,125,41,20,17,65,59
0,-17972,-0.0104,-0.01717,-0.01555,1475,2,15,5,390,589,511,360,23,58,83,242
1,21861,0.0068,0.00723,0.0134,-2090,0,41,20,17,65,59,19,5,141,37,125
1,-6890,-0.018,0.02808,0.0327,-4463,-1,20,5,55,387,82,174,67,653,35,18
1,17972,0.0104,0.04313,-0.01592,2091,0,360,83,58,242,23,15,5,390,589,511
1,-20409,0.013,-0.06842,0.01175,4529,0,51,8,14,53,172,59,315,628,530,91
0,17658,-0.0304,-0.02217,-0.01172,-864,1,237,42,15,111,33,353,33,214,251,66
0,21371,-0.0218,0.0007,-0.03893,-524,1,6,29,1,19,153,124,10,167,273,196
0,20409,-0.013,0.03211,-0.00922,561,0,59,315,628,530,91,51,8,14,53,172
0,17658,-0.0304,0.02894,-0.00695,1480,0,237,42,15,111,33,353,33,214,251,66
0,21371,-0.0218,-0.04774,-0.00897,-220,1,6,29,1,19,153,10,273,167,196,124
1,5665,-0.0008,-0.00087,0.0,2999,0,6,29,1,19,153,59,315,628,530,91
1,15986,-0.0276,0.01613,0.02,155,0,111,33,42,15,237,51,8,14,53,172
1,6375,0.0052,-0.01888,0.0057,2693,-1,124,10,167,273,196,353,33,214,251,66
0,-6375,-0.0052,0.01465,-0.01881,2452,0,353,33,214,251,66,124,10,167,273,196
1,-15986,0.0276,0.02046,0.01934,1984,-1,51,8,14,53,172,237,42,15,111,33
1,-6130,-0.0188,0.005,-0.01071,-294,0,159,153,509,312,107,177,539,1351,4,9
1,6130,0.0188,0.02894,0.0,3014,1,177,539,4,1351,9,159,153,509,312,107
0,-21808,0.038,0.02109,0.01147,-666,0,404,196,340,77,42,502,177,15,21,53
1,21808,-0.038,-0.0071,-0.04009,4153,0,502,177,21,15,53,404,196,340,77,42
0,-12228,-0.0102,0.06128,0.0011,-971,1,247,259,101,621,313,14,100,170,41,55
1,12228,0.0102,-0.04957,-0.02005,1455,-1,14,100,170,41,55,247,621,259,101,313
